"year","month","state","month_num","male","female","adolescents","adults","seniors","total_deaths","covid_deaths","white","black","hispanic","asian","other","white_deaths","black_deaths","hispanic_deaths","asian_deaths","other_deaths","hover"
2021,3,"Oklahoma",15,183,127,0,0,212,3668,310,57.8,12.8,16,3.5,9.9,211,37,21,0,0,"Total Number of Deaths: 3668
Total Number of COVID19 Deaths: 310

White: 57.8
Black: 12.8
Hispanic: 16
Asian: 3.5
Other: 9.9

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 212"
2021,4,"Oklahoma",16,87,80,0,0,111,3356,167,57.5,13.1,16.2,3.5,9.7,108,21,0,0,0,"Total Number of Deaths: 3356
Total Number of COVID19 Deaths: 167

White: 57.5
Black: 13.1
Hispanic: 16.2
Asian: 3.5
Other: 9.7

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 111"
2021,5,"Oklahoma",17,62,64,0,0,86,3442,126,58.1,12.6,15.8,3.6,9.9,89,0,0,0,0,"Total Number of Deaths: 3442
Total Number of COVID19 Deaths: 126

White: 58.1
Black: 12.6
Hispanic: 15.8
Asian: 3.6
Other: 9.9

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 86"
2021,6,"Oklahoma",18,64,49,0,0,72,3418,113,58.7,12,15.2,3.5,10.5,84,0,0,0,0,"Total Number of Deaths: 3418
Total Number of COVID19 Deaths: 113

White: 58.7
Black: 12
Hispanic: 15.2
Asian: 3.5
Other: 10.5

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 72"
2021,7,"Oklahoma",19,125,100,0,0,131,3745,225,58.4,12.2,15.4,3.5,10.4,173,0,13,0,0,"Total Number of Deaths: 3745
Total Number of COVID19 Deaths: 225

White: 58.4
Black: 12.2
Hispanic: 15.4
Asian: 3.5
Other: 10.4

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 131"
2021,8,"Oklahoma",20,622,406,0,419,607,4620,1028,58.9,11.8,14.9,3.5,10.9,751,70,56,0,144,"Total Number of Deaths: 4620
Total Number of COVID19 Deaths: 1028

White: 58.9
Black: 11.8
Hispanic: 14.9
Asian: 3.5
Other: 10.9

Adolescents: NA
Adult (Ages 18-64): 419
Seniors (Ages 65+): 607"
2021,9,"Oklahoma",21,647,574,0,0,678,4631,1221,58.4,12.2,15.4,3.5,10.5,866,89,84,13,0,"Total Number of Deaths: 4631
Total Number of COVID19 Deaths: 1221

White: 58.4
Black: 12.2
Hispanic: 15.4
Asian: 3.5
Other: 10.5

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 678"
2021,10,"Oklahoma",22,330,284,0,0,374,3919,614,58.3,12.4,15.6,3.5,10.2,450,41,40,0,0,"Total Number of Deaths: 3919
Total Number of COVID19 Deaths: 614

White: 58.3
Black: 12.4
Hispanic: 15.6
Asian: 3.5
Other: 10.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 374"
2021,11,"Oklahoma",23,148,101,0,0,159,2423,249,58.5,12.2,15.4,3.5,10.4,188,13,19,0,0,"Total Number of Deaths: 2423
Total Number of COVID19 Deaths: 249

White: 58.5
Black: 12.2
Hispanic: 15.4
Asian: 3.5
Other: 10.4

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 159"
2021,12,"Oklahoma",24,0,0,0,0,0,45,0,58.1,12.8,16.1,3.5,9.4,0,0,0,0,0,"Total Number of Deaths: 45
Total Number of COVID19 Deaths: NA

White: 58.1
Black: 12.8
Hispanic: 16.1
Asian: 3.5
Other: 9.4

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,1,"Oregon",1,0,0,0,0,0,3304,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 3304
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,2,"Oregon",2,0,0,0,0,0,3075,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 3075
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,3,"Oregon",3,13,15,0,0,0,3394,28,70.2,3.7,13.8,7.1,5.1,25,0,0,0,0,"Total Number of Deaths: 3394
Total Number of COVID19 Deaths: 28

White: 70.2
Black: 3.7
Hispanic: 13.8
Asian: 7.1
Other: 5.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,4,"Oregon",4,62,43,0,0,88,3271,105,69.2,4.5,13.6,7.4,5.2,83,0,11,0,0,"Total Number of Deaths: 3271
Total Number of COVID19 Deaths: 105

White: 69.2
Black: 4.5
Hispanic: 13.6
Asian: 7.4
Other: 5.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 88"
2020,5,"Oregon",5,30,29,0,0,47,3212,59,68.3,3.8,15.3,7.4,5.1,43,0,10,0,0,"Total Number of Deaths: 3212
Total Number of COVID19 Deaths: 59

White: 68.3
Black: 3.8
Hispanic: 15.3
Asian: 7.4
Other: 5.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 47"
2020,6,"Oregon",6,32,28,0,0,52,3078,60,69.7,2.8,16,6.7,5,42,0,11,0,0,"Total Number of Deaths: 3078
Total Number of COVID19 Deaths: 60

White: 69.7
Black: 2.8
Hispanic: 16
Asian: 6.7
Other: 5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 52"
2020,7,"Oregon",7,60,42,0,0,82,3234,102,68.9,3.8,15.1,7,5.1,70,0,19,0,0,"Total Number of Deaths: 3234
Total Number of COVID19 Deaths: 102

White: 68.9
Black: 3.8
Hispanic: 15.1
Asian: 7
Other: 5.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 82"
2020,8,"Oregon",8,76,55,0,0,106,3369,131,69.5,3.4,14.4,7.7,5,100,0,19,0,0,"Total Number of Deaths: 3369
Total Number of COVID19 Deaths: 131

White: 69.5
Black: 3.4
Hispanic: 14.4
Asian: 7.7
Other: 5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 106"
2020,9,"Oregon",9,47,39,0,0,71,3218,86,69.9,3.8,13.7,7.4,5.2,60,0,17,0,0,"Total Number of Deaths: 3218
Total Number of COVID19 Deaths: 86

White: 69.9
Black: 3.8
Hispanic: 13.7
Asian: 7.4
Other: 5.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 71"
2020,10,"Oregon",10,60,72,0,0,110,3328,132,69,3.8,14.2,7.9,5.2,106,0,14,0,0,"Total Number of Deaths: 3328
Total Number of COVID19 Deaths: 132

White: 69
Black: 3.8
Hispanic: 14.2
Asian: 7.9
Other: 5.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 110"
2020,11,"Oregon",11,182,148,0,0,283,3655,330,69.9,3.8,13.9,7.2,5.2,263,0,43,12,0,"Total Number of Deaths: 3655
Total Number of COVID19 Deaths: 330

White: 69.9
Black: 3.8
Hispanic: 13.9
Asian: 7.2
Other: 5.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 283"
2020,12,"Oregon",12,290,289,0,0,489,4100,579,70.4,3.8,13.9,6.8,5.2,468,11,44,32,0,"Total Number of Deaths: 4100
Total Number of COVID19 Deaths: 579

White: 70.4
Black: 3.8
Hispanic: 13.9
Asian: 6.8
Other: 5.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 489"
2021,1,"Oregon",13,222,229,0,0,379,3853,451,70.9,3.3,13.8,6.9,5,369,10,45,10,0,"Total Number of Deaths: 3853
Total Number of COVID19 Deaths: 451

White: 70.9
Black: 3.3
Hispanic: 13.8
Asian: 6.9
Other: 5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 379"
2021,2,"Oregon",14,98,79,0,0,151,3235,177,70.8,3.7,13.4,7,5.1,146,0,21,0,0,"Total Number of Deaths: 3235
Total Number of COVID19 Deaths: 177

White: 70.8
Black: 3.7
Hispanic: 13.4
Asian: 7
Other: 5.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 151"
2021,3,"Oregon",15,64,55,0,0,96,3533,119,71.6,3.2,13.7,6.4,5,103,0,10,0,0,"Total Number of Deaths: 3533
Total Number of COVID19 Deaths: 119

White: 71.6
Black: 3.2
Hispanic: 13.7
Asian: 6.4
Other: 5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 96"
2021,4,"Oregon",16,79,42,0,0,88,3340,121,70.9,3.6,13.4,7,5.1,98,0,10,0,0,"Total Number of Deaths: 3340
Total Number of COVID19 Deaths: 121

White: 70.9
Black: 3.6
Hispanic: 13.4
Asian: 7
Other: 5.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 88"
2021,5,"Oregon",17,125,87,0,0,139,3497,212,71.6,3.5,13.3,6.5,5.1,165,0,18,0,0,"Total Number of Deaths: 3497
Total Number of COVID19 Deaths: 212

White: 71.6
Black: 3.5
Hispanic: 13.3
Asian: 6.5
Other: 5.1

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 139"
2021,6,"Oregon",18,59,56,0,0,77,3517,115,72.3,3,13.3,6.4,5,96,0,11,0,0,"Total Number of Deaths: 3517
Total Number of COVID19 Deaths: 115

White: 72.3
Black: 3
Hispanic: 13.3
Asian: 6.4
Other: 5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 77"
2021,7,"Oregon",19,61,41,0,0,73,3542,102,72.2,3,13.2,6.6,5.1,82,0,10,0,0,"Total Number of Deaths: 3542
Total Number of COVID19 Deaths: 102

White: 72.2
Black: 3
Hispanic: 13.2
Asian: 6.6
Other: 5.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 73"
2021,8,"Oregon",20,321,258,0,0,400,4027,579,73.1,2.9,13.3,5.7,5.1,504,0,38,0,0,"Total Number of Deaths: 4027
Total Number of COVID19 Deaths: 579

White: 73.1
Black: 2.9
Hispanic: 13.3
Asian: 5.7
Other: 5.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 400"
2021,9,"Oregon",21,517,394,0,0,606,4263,911,72.6,3.2,13.1,6,5,780,11,62,20,0,"Total Number of Deaths: 4263
Total Number of COVID19 Deaths: 911

White: 72.6
Black: 3.2
Hispanic: 13.1
Asian: 6
Other: 5

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 606"
2021,10,"Oregon",22,366,237,0,0,409,4038,603,71.6,3,13.9,6.5,5,502,16,47,15,0,"Total Number of Deaths: 4038
Total Number of COVID19 Deaths: 603

White: 71.6
Black: 3
Hispanic: 13.9
Asian: 6.5
Other: 5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 409"
2021,11,"Oregon",23,117,96,0,0,149,2098,213,71.1,3,14.6,6.3,5,184,0,15,0,0,"Total Number of Deaths: 2098
Total Number of COVID19 Deaths: 213

White: 71.1
Black: 3
Hispanic: 14.6
Asian: 6.3
Other: 5

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 149"
2021,12,"Oregon",24,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 10
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,1,"Pennsylvania",1,0,0,0,0,0,12522,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 12522
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,2,"Pennsylvania",2,0,0,0,0,0,11462,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 11462
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,3,"Pennsylvania",3,60,44,0,0,81,12125,104,54.2,24.6,12.4,6.5,2.2,69,24,0,0,0,"Total Number of Deaths: 12125
Total Number of COVID19 Deaths: 104

White: 54.2
Black: 24.6
Hispanic: 12.4
Asian: 6.5
Other: 2.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 81"
2020,4,"Pennsylvania",4,1771,1731,0,0,3033,15430,3502,55.5,24.2,11.5,6.6,2.2,2354,848,195,92,0,"Total Number of Deaths: 15430
Total Number of COVID19 Deaths: 3502

White: 55.5
Black: 24.2
Hispanic: 11.5
Asian: 6.6
Other: 2.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 3033"
2020,5,"Pennsylvania",5,1253,1458,0,0,2373,13857,2711,57.8,22.1,11.5,6.4,2.2,1942,539,160,64,0,"Total Number of Deaths: 13857
Total Number of COVID19 Deaths: 2711

White: 57.8
Black: 22.1
Hispanic: 11.5
Asian: 6.4
Other: 2.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 2373"
2020,6,"Pennsylvania",6,413,417,0,0,696,11221,830,58.5,21.4,11.6,6.3,2.2,582,165,65,14,0,"Total Number of Deaths: 11221
Total Number of COVID19 Deaths: 830

White: 58.5
Black: 21.4
Hispanic: 11.6
Asian: 6.3
Other: 2.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 696"
2020,7,"Pennsylvania",7,227,272,0,0,429,11543,499,65.6,17.6,9.4,5.2,2.1,394,72,27,0,0,"Total Number of Deaths: 11543
Total Number of COVID19 Deaths: 499

White: 65.6
Black: 17.6
Hispanic: 9.4
Asian: 5.2
Other: 2.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 429"
2020,8,"Pennsylvania",8,251,255,0,0,449,11505,506,65.4,18.9,8.3,5.1,2.2,392,70,33,0,0,"Total Number of Deaths: 11505
Total Number of COVID19 Deaths: 506

White: 65.4
Black: 18.9
Hispanic: 8.3
Asian: 5.1
Other: 2.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 449"
2020,9,"Pennsylvania",9,203,215,0,0,370,11348,418,63.2,19.8,9.4,5.3,2.2,356,41,15,0,0,"Total Number of Deaths: 11348
Total Number of COVID19 Deaths: 418

White: 63.2
Black: 19.8
Hispanic: 9.4
Asian: 5.3
Other: 2.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 370"
2020,10,"Pennsylvania",10,375,351,0,0,645,12086,726,66.4,17.7,9.1,4.7,2.1,635,49,30,12,0,"Total Number of Deaths: 12086
Total Number of COVID19 Deaths: 726

White: 66.4
Black: 17.7
Hispanic: 9.1
Asian: 4.7
Other: 2.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 645"
2020,11,"Pennsylvania",11,1282,1283,0,0,2281,14215,2565,66.1,18,8.7,5,2.2,2252,188,76,44,0,"Total Number of Deaths: 14215
Total Number of COVID19 Deaths: 2565

White: 66.1
Black: 18
Hispanic: 8.7
Asian: 5
Other: 2.2

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 2281"
2020,12,"Pennsylvania",12,3285,3261,0,0,5837,19289,6546,68.1,16.6,8.1,5,2.1,5669,570,194,96,0,"Total Number of Deaths: 19289
Total Number of COVID19 Deaths: 6546

White: 68.1
Black: 16.6
Hispanic: 8.1
Asian: 5
Other: 2.1

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 5837"
2021,1,"Pennsylvania",13,2500,2301,0,574,4227,17047,4801,67.6,16.2,9.1,5,2.1,4211,335,162,82,0,"Total Number of Deaths: 17047
Total Number of COVID19 Deaths: 4801

White: 67.6
Black: 16.2
Hispanic: 9.1
Asian: 5
Other: 2.1

Adolescents: 0
Adult (Ages 18-64): 574
Seniors (Ages 65+): 4227"
2021,2,"Pennsylvania",14,1075,854,0,0,1656,12550,1929,65.5,17.6,9.4,5.3,2.1,1632,176,65,50,0,"Total Number of Deaths: 12550
Total Number of COVID19 Deaths: 1929

White: 65.5
Black: 17.6
Hispanic: 9.4
Asian: 5.3
Other: 2.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 1656"
2021,3,"Pennsylvania",15,572,428,0,0,781,12094,1000,62.2,20.3,9.8,5.5,2.2,797,132,43,25,0,"Total Number of Deaths: 12094
Total Number of COVID19 Deaths: 1000

White: 62.2
Black: 20.3
Hispanic: 9.8
Asian: 5.5
Other: 2.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 781"
2021,4,"Pennsylvania",16,681,566,0,0,931,11958,1247,58.2,23,10.7,5.9,2.2,943,209,64,30,0,"Total Number of Deaths: 11958
Total Number of COVID19 Deaths: 1247

White: 58.2
Black: 23
Hispanic: 10.7
Asian: 5.9
Other: 2.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 931"
2021,5,"Pennsylvania",17,495,396,0,0,602,11844,891,59.4,22.3,10.2,5.8,2.2,636,182,45,25,0,"Total Number of Deaths: 11844
Total Number of COVID19 Deaths: 891

White: 59.4
Black: 22.3
Hispanic: 10.2
Asian: 5.8
Other: 2.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 602"
2021,6,"Pennsylvania",18,173,164,0,0,227,10659,337,61.2,21.5,9.5,5.6,2.2,265,50,18,0,0,"Total Number of Deaths: 10659
Total Number of COVID19 Deaths: 337

White: 61.2
Black: 21.5
Hispanic: 9.5
Asian: 5.6
Other: 2.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 227"
2021,7,"Pennsylvania",19,89,83,0,0,114,10925,172,60.8,21.1,10.4,5.4,2.2,134,22,12,0,0,"Total Number of Deaths: 10925
Total Number of COVID19 Deaths: 172

White: 60.8
Black: 21.1
Hispanic: 10.4
Asian: 5.4
Other: 2.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 114"
2021,8,"Pennsylvania",20,304,287,0,0,413,11602,591,67,17.5,8.2,5.1,2.2,495,63,24,0,0,"Total Number of Deaths: 11602
Total Number of COVID19 Deaths: 591

White: 67
Black: 17.5
Hispanic: 8.2
Asian: 5.1
Other: 2.2

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 413"
2021,9,"Pennsylvania",21,744,616,0,0,935,12395,1360,68.6,16.1,8.4,4.8,2.1,1184,119,46,0,0,"Total Number of Deaths: 12395
Total Number of COVID19 Deaths: 1360

White: 68.6
Black: 16.1
Hispanic: 8.4
Asian: 4.8
Other: 2.1

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 935"
2021,10,"Pennsylvania",22,1247,969,0,623,1592,13690,2216,71.5,14.3,7.6,4.4,2.1,1995,142,59,11,0,"Total Number of Deaths: 13690
Total Number of COVID19 Deaths: 2216

White: 71.5
Black: 14.3
Hispanic: 7.6
Asian: 4.4
Other: 2.1

Adolescents: NA
Adult (Ages 18-64): 623
Seniors (Ages 65+): 1592"
2021,11,"Pennsylvania",23,1038,814,0,0,1312,11015,1852,72.4,13.6,7.5,4.3,2.1,1706,77,52,13,0,"Total Number of Deaths: 11015
Total Number of COVID19 Deaths: 1852

White: 72.4
Black: 13.6
Hispanic: 7.5
Asian: 4.3
Other: 2.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 1312"
2021,12,"Pennsylvania",24,15,15,0,0,0,92,30,79.3,9.7,5.4,3.4,2.1,30,0,0,0,0,"Total Number of Deaths: 92
Total Number of COVID19 Deaths: 30

White: 79.3
Black: 9.7
Hispanic: 5.4
Asian: 3.4
Other: 2.1

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,1,"Rhode Island",1,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 916
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,2,"Rhode Island",2,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,"Total Number of Deaths: 901
Total Number of COVID19 Deaths: 0

White: 0
Black: 0
Hispanic: 0
Asian: 0
Other: 0

Adolescents: 0
Adult (Ages 18-64): 0
Seniors (Ages 65+): 0"
2020,3,"Rhode Island",3,0,0,0,0,0,959,0,59.6,8.8,24.4,4.3,2.8,0,0,0,0,0,"Total Number of Deaths: 959
Total Number of COVID19 Deaths: NA

White: 59.6
Black: 8.8
Hispanic: 24.4
Asian: 4.3
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,4,"Rhode Island",4,169,184,0,0,312,1190,353,60.9,8.5,23.5,4.2,2.8,291,23,30,0,0,"Total Number of Deaths: 1190
Total Number of COVID19 Deaths: 353

White: 60.9
Black: 8.5
Hispanic: 23.5
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 312"
2020,5,"Rhode Island",5,202,267,0,0,426,1342,469,61.1,8.5,23.4,4.2,2.8,403,24,33,0,0,"Total Number of Deaths: 1342
Total Number of COVID19 Deaths: 469

White: 61.1
Black: 8.5
Hispanic: 23.4
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 426"
2020,6,"Rhode Island",6,72,76,0,0,134,953,148,60.6,8.6,23.8,4.2,2.8,120,0,14,0,0,"Total Number of Deaths: 953
Total Number of COVID19 Deaths: 148

White: 60.6
Black: 8.6
Hispanic: 23.8
Asian: 4.2
Other: 2.8

Adolescents: NA
Adult (Ages 18-64): NA
Seniors (Ages 65+): 134"
2020,7,"Rhode Island",7,25,15,0,0,0,809,40,60.4,8.7,23.9,4.2,2.8,28,0,0,0,0,"Total Number of Deaths: 809
Total Number of COVID19 Deaths: 40

White: 60.4
Black: 8.7
Hispanic: 23.9
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,8,"Rhode Island",8,14,31,0,0,0,890,45,61,8.5,23.5,4.2,2.8,33,0,0,0,0,"Total Number of Deaths: 890
Total Number of COVID19 Deaths: 45

White: 61
Black: 8.5
Hispanic: 23.5
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,9,"Rhode Island",9,24,21,0,0,0,881,45,60.9,8.5,23.5,4.2,2.8,39,0,0,0,0,"Total Number of Deaths: 881
Total Number of COVID19 Deaths: 45

White: 60.9
Black: 8.5
Hispanic: 23.5
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2020,10,"Rhode Island",10,47,50,0,0,87,910,97,60.5,8.6,23.9,4.2,2.8,78,0,0,0,0,"Total Number of Deaths: 910
Total Number of COVID19 Deaths: 97

White: 60.5
Black: 8.6
Hispanic: 23.9
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 87"
2020,11,"Rhode Island",11,109,92,0,0,184,1029,201,61.4,8.4,23.2,4.2,2.8,169,10,17,0,0,"Total Number of Deaths: 1029
Total Number of COVID19 Deaths: 201

White: 61.4
Black: 8.4
Hispanic: 23.2
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 184"
2020,12,"Rhode Island",12,262,249,0,0,462,1379,511,61.2,8.5,23.4,4.2,2.8,444,12,42,11,0,"Total Number of Deaths: 1379
Total Number of COVID19 Deaths: 511

White: 61.2
Black: 8.5
Hispanic: 23.4
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 462"
2021,1,"Rhode Island",13,204,214,0,0,369,1273,418,61.6,8.4,23.1,4.2,2.8,356,17,28,14,0,"Total Number of Deaths: 1273
Total Number of COVID19 Deaths: 418

White: 61.6
Black: 8.4
Hispanic: 23.1
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 369"
2021,2,"Rhode Island",14,74,114,0,0,164,966,188,62.1,8.2,22.8,4.1,2.8,171,0,12,0,0,"Total Number of Deaths: 966
Total Number of COVID19 Deaths: 188

White: 62.1
Black: 8.2
Hispanic: 22.8
Asian: 4.1
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 164"
2021,3,"Rhode Island",15,54,30,0,0,69,965,84,61.7,8.3,23,4.2,2.8,64,0,13,0,0,"Total Number of Deaths: 965
Total Number of COVID19 Deaths: 84

White: 61.7
Black: 8.3
Hispanic: 23
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 69"
2021,4,"Rhode Island",16,31,23,0,0,36,856,54,60.9,8.5,23.5,4.2,2.8,40,0,0,0,0,"Total Number of Deaths: 856
Total Number of COVID19 Deaths: 54

White: 60.9
Black: 8.5
Hispanic: 23.5
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 36"
2021,5,"Rhode Island",17,24,15,0,0,0,921,39,61.3,8.4,23.3,4.2,2.8,26,0,0,0,0,"Total Number of Deaths: 921
Total Number of COVID19 Deaths: 39

White: 61.3
Black: 8.4
Hispanic: 23.3
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,6,"Rhode Island",18,0,11,0,0,0,815,19,60.2,8.7,24,4.2,2.8,17,0,0,0,0,"Total Number of Deaths: 815
Total Number of COVID19 Deaths: 19

White: 60.2
Black: 8.7
Hispanic: 24
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,7,"Rhode Island",19,0,0,0,0,0,818,0,60.8,8.6,23.6,4.2,2.8,0,0,0,0,0,"Total Number of Deaths: 818
Total Number of COVID19 Deaths: NA

White: 60.8
Black: 8.6
Hispanic: 23.6
Asian: 4.2
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,8,"Rhode Island",20,19,18,0,0,0,923,37,61.9,8.3,22.9,4.1,2.8,33,0,0,0,0,"Total Number of Deaths: 923
Total Number of COVID19 Deaths: 37

White: 61.9
Black: 8.3
Hispanic: 22.9
Asian: 4.1
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
2021,9,"Rhode Island",21,38,26,0,0,51,906,64,61.7,8.3,23,4.1,2.8,58,0,0,0,0,"Total Number of Deaths: 906
Total Number of COVID19 Deaths: 64

White: 61.7
Black: 8.3
Hispanic: 23
Asian: 4.1
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): 51"
2021,10,"Rhode Island",22,31,21,0,0,0,943,52,62.2,8.2,22.7,4.1,2.8,38,0,12,0,0,"Total Number of Deaths: 943
Total Number of COVID19 Deaths: 52

White: 62.2
Black: 8.2
Hispanic: 22.7
Asian: 4.1
Other: 2.8

Adolescents: 0
Adult (Ages 18-64): NA
Seniors (Ages 65+): NA"
